interaction_type,degree,change_polarization,change_opinion,x_i_prior,x_i_post,avg_x_j,topic,topic_title,window_start,window_end,degree_bin,degree_bin_label
same,-1.6818181818181819,0.0,-0.0,-2.0,-2.0,-0.3181818181818182,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4210526315789473,0.0,-0.0,-2.0,-2.0,-0.5789473684210527,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.47058823529411764,1.0,1.0,-1.0,-2.0,-0.5294117647058824,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.09523809523809534,0.0,0.0,1.0,1.0,-1.0952380952380953,Gun_Control,Gun Control,0,5,2,More Radical
same,-1.4761904761904763,0.0,-0.0,-2.0,-2.0,-0.5238095238095238,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.1875,0.0,-0.0,-1.0,-1.0,-1.1875,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.8888888888888888,0.0,-0.0,-1.0,-1.0,-0.1111111111111111,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.44999999999999996,0.0,0.0,1.0,1.0,-0.55,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.5,0.0,-0.0,-1.0,-1.0,-0.5,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.21052631578947367,1.0,1.0,-1.0,-2.0,-0.7894736842105263,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.2142857142857143,0.0,-0.0,-1.0,-1.0,-0.7857142857142857,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.52,1.0,1.0,1.0,2.0,0.48,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9444444444444444,0.0,0.0,2.0,2.0,1.0555555555555556,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.09090909090909094,0.0,0.0,1.0,1.0,0.9090909090909091,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6956521739130435,0.0,0.0,1.0,1.0,0.30434782608695654,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.29166666666666663,0.0,-0.0,-1.0,-1.0,0.7083333333333334,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.5,0.0,0.0,1.0,1.0,-0.5,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.4761904761904763,0.0,-0.0,-2.0,-2.0,0.5238095238095238,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8823529411764706,0.0,-0.0,-1.0,-1.0,-0.11764705882352941,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.6000000000000001,0.0,0.0,2.0,2.0,-1.4,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.3333333333333335,0.0,-0.0,-2.0,-2.0,-0.6666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.7222222222222223,0.0,-0.0,-2.0,-2.0,-0.2777777777777778,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.5,0.0,-0.0,-1.0,-1.0,-1.5,Gun_Control,Gun Control,0,5,2,More Radical
diff,-1.9444444444444444,0.0,-0.0,-2.0,-2.0,0.05555555555555555,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.09999999999999998,0.0,-0.0,-1.0,-1.0,-0.9,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.33333333333333337,0.0,0.0,1.0,1.0,-0.6666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.5,-1.0,-1.0,2.0,1.0,-0.5,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.65,0.0,-0.0,-1.0,-1.0,0.35,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8888888888888888,0.0,-0.0,-1.0,-1.0,-0.1111111111111111,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7,0.0,0.0,1.0,1.0,0.3,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9090909090909091,0.0,0.0,1.0,1.0,0.09090909090909091,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.33333333333333337,1.0,1.0,1.0,2.0,0.6666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.8095238095238095,0.0,0.0,2.0,2.0,0.19047619047619047,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7272727272727273,0.0,0.0,1.0,1.0,0.2727272727272727,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9473684210526316,0.0,0.0,1.0,1.0,-0.05263157894736842,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9090909090909091,0.0,-0.0,-1.0,-1.0,0.09090909090909091,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9411764705882353,0.0,-0.0,-1.0,-1.0,-0.058823529411764705,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7,0.0,0.0,1.0,1.0,-0.3,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.6,0.0,-0.0,-2.0,-2.0,-0.4,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.5833333333333333,0.0,-0.0,-2.0,-2.0,-0.4166666666666667,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8421052631578947,0.0,0.0,1.0,1.0,-0.15789473684210525,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9375,0.0,-0.0,-1.0,-1.0,0.0625,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.875,0.0,-0.0,-1.0,-1.0,-0.125,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.4,1.0,-3.0,-1.0,2.0,-0.6,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4444444444444444,0.0,-0.0,-2.0,-2.0,-0.5555555555555556,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4210526315789473,0.0,-0.0,-2.0,-2.0,-0.5789473684210527,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.23529411764705888,0.0,-0.0,-1.0,-1.0,-0.7647058823529411,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8,0.0,0.0,1.0,1.0,-0.2,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6,0.0,-0.0,-1.0,-1.0,-0.4,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.6,0.0,-2.0,-1.0,1.0,0.4,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.40909090909090906,0.0,0.0,1.0,1.0,0.5909090909090909,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.875,0.0,0.0,1.0,1.0,0.125,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.5333333333333332,0.0,-0.0,-2.0,-2.0,-0.4666666666666667,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.8333333333333333,-1.0,-1.0,-2.0,-1.0,0.16666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.2692307692307693,0.0,-0.0,-1.0,-1.0,-0.7307692307692307,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.18181818181818177,-1.0,-1.0,-1.0,0.0,-0.8181818181818182,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.45833333333333337,0.0,0.0,1.0,1.0,-0.5416666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.0,1.0,1.0,-1.0,-2.0,1.0,Gun_Control,Gun Control,0,5,1,Same
same,-1.5714285714285714,0.0,0.0,2.0,2.0,0.42857142857142855,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.35,0.0,0.0,1.0,1.0,0.65,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.19999999999999996,1.0,1.0,1.0,2.0,0.8,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.3157894736842105,0.0,0.0,1.0,1.0,0.6842105263157895,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.875,0.0,0.0,2.0,2.0,0.125,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.1428571428571428,0.0,-0.0,-1.0,-1.0,1.1428571428571428,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.30000000000000004,1.0,1.0,1.0,2.0,0.7,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.17391304347826098,1.0,1.0,1.0,2.0,1.173913043478261,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.38095238095238093,0.0,-0.0,-1.0,-1.0,-0.6190476190476191,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4583333333333335,-1.0,-1.0,2.0,1.0,0.5416666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.6666666666666667,0.0,-0.0,-2.0,-2.0,0.3333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.4736842105263158,0.0,0.0,1.0,1.0,-0.5263157894736842,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.38095238095238093,0.0,-0.0,-1.0,-1.0,-0.6190476190476191,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.1428571428571428,0.0,-0.0,-1.0,-1.0,-1.1428571428571428,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.5882352941176471,0.0,-0.0,-1.0,-1.0,-0.4117647058823529,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.9523809523809523,-1.0,-1.0,2.0,1.0,0.047619047619047616,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6,0.0,0.0,1.0,1.0,0.4,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7142857142857143,0.0,0.0,1.0,1.0,-0.2857142857142857,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.5217391304347826,0.0,-0.0,-1.0,-1.0,0.4782608695652174,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.263157894736842,0.0,0.0,2.0,2.0,-0.7368421052631579,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7894736842105263,0.0,-0.0,-1.0,-1.0,-0.21052631578947367,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.875,0.0,-0.0,-2.0,-2.0,1.125,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.42105263157894735,0.0,0.0,1.0,1.0,-0.5789473684210527,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.55,0.0,-0.0,-1.0,-1.0,0.45,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9047619047619048,0.0,-0.0,-1.0,-1.0,0.09523809523809523,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.3181818181818183,0.0,-0.0,-2.0,-2.0,0.6818181818181818,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.9444444444444444,0.0,0.0,2.0,2.0,-0.05555555555555555,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.368421052631579,1.0,1.0,1.0,2.0,0.631578947368421,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.30434782608695654,0.0,0.0,1.0,1.0,1.3043478260869565,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.44999999999999996,0.0,0.0,1.0,1.0,0.55,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.05555555555555558,1.0,1.0,1.0,2.0,0.9444444444444444,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.9473684210526316,-1.0,-1.0,2.0,1.0,0.05263157894736842,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8571428571428572,0.0,0.0,1.0,1.0,0.14285714285714285,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.5555555555555556,0.0,-0.0,-1.0,-1.0,-0.4444444444444444,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8125,0.0,0.0,1.0,1.0,-0.1875,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.3571428571428572,0.0,-0.0,-2.0,-2.0,0.6428571428571429,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.5,0.0,0.0,2.0,2.0,0.5,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.9545454545454546,0.0,0.0,2.0,2.0,0.045454545454545456,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.08695652173913038,0.0,0.0,1.0,1.0,1.0869565217391304,Gun_Control,Gun Control,0,5,2,More Radical
diff,-0.9,0.0,0.0,1.0,1.0,-0.1,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6842105263157895,0.0,-0.0,-1.0,-1.0,-0.3157894736842105,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.55,0.0,0.0,1.0,1.0,-0.45,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8666666666666667,0.0,-0.0,-1.0,-1.0,0.13333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8823529411764706,0.0,-0.0,-1.0,-1.0,-0.11764705882352941,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.4090909090909092,-1.0,-1.0,2.0,1.0,-0.5909090909090909,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7894736842105263,0.0,-0.0,-1.0,-1.0,0.21052631578947367,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8095238095238095,0.0,-0.0,-1.0,-1.0,-0.19047619047619047,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7272727272727273,0.0,0.0,1.0,1.0,-0.2727272727272727,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.5263157894736843,0.0,-0.0,-2.0,-2.0,0.47368421052631576,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.7826086956521738,0.0,0.0,2.0,2.0,-0.21739130434782608,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.380952380952381,0.0,0.0,2.0,2.0,0.6190476190476191,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.1600000000000001,0.0,0.0,2.0,2.0,0.84,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8636363636363636,0.0,0.0,1.0,1.0,0.13636363636363635,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.9444444444444444,0.0,-0.0,-2.0,-2.0,0.05555555555555555,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.5238095238095238,0.0,-0.0,-1.0,-1.0,0.47619047619047616,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9090909090909091,0.0,-0.0,-1.0,-1.0,-0.09090909090909091,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.473684210526316,-1.0,-1.0,2.0,1.0,0.5263157894736842,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4782608695652173,-1.0,-1.0,2.0,1.0,0.5217391304347826,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.4347826086956522,0.0,0.0,1.0,1.0,0.5652173913043478,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.375,0.0,-0.0,-1.0,-1.0,1.375,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.85,0.0,0.0,1.0,1.0,0.15,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7272727272727273,1.0,1.0,1.0,2.0,0.2727272727272727,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7777777777777777,-2.0,-2.0,-2.0,0.0,1.2222222222222223,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.3,0.0,0.0,2.0,2.0,0.7,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8181818181818181,1.0,1.0,1.0,2.0,0.18181818181818182,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.6086956521739131,0.0,0.0,1.0,1.0,-0.391304347826087,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.625,0.0,-0.0,-1.0,-1.0,0.375,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8571428571428572,0.0,0.0,1.0,1.0,-0.14285714285714285,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.55,0.0,0.0,1.0,1.0,0.45,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.16666666666666663,1.0,1.0,-1.0,-2.0,0.8333333333333334,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8333333333333334,0.0,-0.0,-1.0,-1.0,0.16666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9473684210526316,0.0,0.0,1.0,1.0,0.05263157894736842,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.4,0.0,0.0,1.0,1.0,0.6,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.75,0.0,0.0,1.0,1.0,0.25,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.3913043478260869,0.0,0.0,1.0,1.0,0.6086956521739131,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7619047619047619,0.0,-0.0,-1.0,-1.0,-0.23809523809523808,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.6666666666666667,1.0,1.0,1.0,2.0,-0.3333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8,0.0,-0.0,-1.0,-1.0,-0.2,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.2222222222222223,-1.0,-1.0,2.0,1.0,-0.7777777777777778,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.16666666666666663,0.0,0.0,1.0,1.0,-0.8333333333333334,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.0,0.0,-0.0,-1.0,-1.0,1.0,Gun_Control,Gun Control,0,5,1,Same
same,-1.7058823529411764,0.0,-0.0,-2.0,-2.0,-0.29411764705882354,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.55,0.0,0.0,1.0,1.0,-0.45,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8125,0.0,-0.0,-1.0,-1.0,0.1875,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8,0.0,0.0,1.0,1.0,0.2,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.5,1.0,1.0,1.0,2.0,0.5,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.2666666666666667,0.0,-0.0,-1.0,-1.0,0.7333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.6818181818181819,0.0,0.0,2.0,2.0,0.3181818181818182,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.85,-1.0,-1.0,2.0,1.0,0.15,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7142857142857143,0.0,-2.0,-1.0,1.0,-0.2857142857142857,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8,0.0,-0.0,-1.0,-1.0,-0.2,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.5833333333333333,0.0,0.0,1.0,1.0,-0.4166666666666667,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.8666666666666667,0.0,-0.0,-2.0,-2.0,0.13333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.631578947368421,0.0,0.0,1.0,1.0,0.3684210526315789,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9523809523809523,0.0,-0.0,-1.0,-1.0,0.047619047619047616,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6666666666666667,0.0,-0.0,-1.0,-1.0,-0.3333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9565217391304348,0.0,0.0,1.0,1.0,-0.043478260869565216,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.3529411764705882,0.0,-0.0,-1.0,-1.0,0.6470588235294118,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.31818181818181823,1.0,1.0,1.0,2.0,0.6818181818181818,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.4285714285714286,1.0,1.0,1.0,2.0,0.5714285714285714,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.21739130434782616,0.0,0.0,1.0,1.0,1.2173913043478262,Gun_Control,Gun Control,0,5,2,More Radical
same,-0.16000000000000003,0.0,0.0,1.0,1.0,0.84,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.55,1.0,-3.0,-1.0,2.0,0.45,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.5,0.0,0.0,1.0,1.0,0.5,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7,0.0,0.0,1.0,1.0,0.3,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.85,0.0,0.0,1.0,1.0,-0.15,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.6666666666666667,0.0,-0.0,-2.0,-2.0,-0.3333333333333333,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.21052631578947367,0.0,-0.0,-1.0,-1.0,-0.7894736842105263,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6363636363636364,0.0,-0.0,-1.0,-1.0,-0.36363636363636365,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8095238095238095,0.0,0.0,2.0,2.0,1.1904761904761905,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6923076923076923,0.0,0.0,2.0,2.0,1.3076923076923077,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.3529411764705882,1.0,1.0,1.0,2.0,-0.6470588235294118,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.2272727272727273,0.0,-0.0,-2.0,-2.0,-0.7727272727272727,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.25,0.0,-0.0,-1.0,-1.0,-1.25,Gun_Control,Gun Control,0,5,2,More Radical
diff,-0.7222222222222222,0.0,0.0,1.0,1.0,-0.2777777777777778,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.2272727272727273,0.0,0.0,1.0,1.0,-0.7727272727272727,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.875,-1.0,-1.0,-2.0,-1.0,-0.125,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.44999999999999996,0.0,-0.0,-1.0,-1.0,0.55,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.9,0.0,0.0,2.0,2.0,0.1,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.41666666666666663,0.0,0.0,1.0,1.0,0.5833333333333334,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.3125,-1.0,-1.0,2.0,1.0,-0.6875,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.3125,0.0,-0.0,-2.0,-2.0,0.6875,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.6111111111111112,0.0,-0.0,-2.0,-2.0,0.3888888888888889,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.10526315789473684,0.0,0.0,1.0,1.0,-0.8947368421052632,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7,0.0,0.0,1.0,1.0,-0.3,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8235294117647058,0.0,-0.0,-1.0,-1.0,0.17647058823529413,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.3636363636363638,-1.0,-1.0,2.0,1.0,-0.6363636363636364,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.7,0.0,-0.0,-2.0,-2.0,-0.3,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.26315789473684215,0.0,-0.0,-1.0,-1.0,-0.7368421052631579,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.25,0.0,-0.0,-1.0,-1.0,-0.75,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.7142857142857144,0.0,-0.0,-2.0,-2.0,-0.2857142857142857,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.75,-1.0,-1.0,2.0,1.0,-1.25,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.25,0.0,-0.0,-1.0,-1.0,-0.75,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.7916666666666667,0.0,-0.0,-2.0,-2.0,0.20833333333333334,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6,0.0,-0.0,-1.0,-1.0,-0.4,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.75,1.0,1.0,1.0,2.0,-0.25,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4,0.0,-0.0,-2.0,-2.0,-0.6,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.7647058823529411,0.0,-0.0,-2.0,-2.0,-0.23529411764705882,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.95,1.0,1.0,1.0,2.0,0.05,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.736842105263158,0.0,-0.0,-1.0,-1.0,-0.2631578947368421,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.42105263157894735,0.0,-0.0,-1.0,-1.0,-0.5789473684210527,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.6521739130434783,0.0,0.0,2.0,2.0,-1.3478260869565217,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.9411764705882353,-1.0,-1.0,-2.0,-1.0,0.058823529411764705,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.33333333333333337,0.0,0.0,1.0,1.0,-0.6666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.21739130434782605,0.0,-0.0,-1.0,-1.0,-0.782608695652174,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7307692307692308,0.0,-0.0,-1.0,-1.0,-0.2692307692307692,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.8571428571428572,0.0,-0.0,-1.0,-1.0,0.14285714285714285,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.9230769230769231,1.0,1.0,1.0,2.0,-0.07692307692307693,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.736842105263158,0.0,-0.0,-1.0,-1.0,0.2631578947368421,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.7391304347826086,0.0,-0.0,-2.0,-2.0,-0.2608695652173913,Gun_Control,Gun Control,0,5,0,More Moderate
diff,0.0,0.0,0.0,1.0,1.0,-1.0,Gun_Control,Gun Control,0,5,1,Same
diff,-0.8333333333333334,0.0,-0.0,-1.0,-1.0,0.16666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7,0.0,-0.0,-1.0,-1.0,0.3,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7333333333333334,0.0,-0.0,-1.0,-1.0,0.26666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.8181818181818181,0.0,0.0,1.0,1.0,0.18181818181818182,Gun_Control,Gun Control,0,5,0,More Moderate
same,-1.4074074074074074,-1.0,-1.0,2.0,1.0,0.5925925925925926,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6363636363636364,1.0,1.0,1.0,2.0,0.36363636363636365,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.6,0.0,0.0,1.0,1.0,0.4,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7222222222222222,0.0,0.0,1.0,1.0,-0.2777777777777778,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.5,0.0,-0.0,-2.0,-2.0,0.5,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.7142857142857144,-1.0,-1.0,2.0,1.0,-0.2857142857142857,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.7,0.0,-0.0,-1.0,-1.0,-0.3,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.045454545454545414,0.0,0.0,1.0,1.0,0.9545454545454546,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.21052631578947367,0.0,0.0,1.0,1.0,0.7894736842105263,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.85,0.0,0.0,1.0,1.0,-0.15,Gun_Control,Gun Control,0,5,0,More Moderate
same,-0.9285714285714286,0.0,-0.0,-1.0,-1.0,-0.07142857142857142,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-1.5789473684210527,0.0,0.0,2.0,2.0,-0.42105263157894735,Gun_Control,Gun Control,0,5,0,More Moderate
diff,-0.7333333333333334,0.0,-0.0,-1.0,-1.0,0.26666666666666666,Gun_Control,Gun Control,0,5,0,More Moderate
same,0.21739130434782616,0.0,0.0,1.0,1.0,1.2173913043478262,Gun_Control,Gun Control,0,5,2,More Radical
