topic,topic_title,epoch,state_order,state,state_label,count,total_nodes,proportion
Gun_Control,Gun Control,40,4,-2,strong_negative,191,1000,0.191
Abortion,Abortion Ban,0,0,2,strong_positive,109,1000,0.109
Abortion,Abortion Ban,0,1,1,weak_positive,196,1000,0.196
Abortion,Abortion Ban,0,2,0,neutral,395,1000,0.395
Abortion,Abortion Ban,0,3,-1,weak_negative,178,1000,0.178
Abortion,Abortion Ban,0,4,-2,strong_negative,122,1000,0.122
Abortion,Abortion Ban,1,0,2,strong_positive,126,1000,0.126
Abortion,Abortion Ban,1,1,1,weak_positive,234,1000,0.234
Abortion,Abortion Ban,1,2,0,neutral,375,1000,0.375
Abortion,Abortion Ban,1,3,-1,weak_negative,124,1000,0.124
Abortion,Abortion Ban,1,4,-2,strong_negative,141,1000,0.141
Abortion,Abortion Ban,2,0,2,strong_positive,148,1000,0.148
Abortion,Abortion Ban,2,1,1,weak_positive,271,1000,0.271
Abortion,Abortion Ban,2,2,0,neutral,355,1000,0.355
Abortion,Abortion Ban,2,3,-1,weak_negative,111,1000,0.111
Abortion,Abortion Ban,2,4,-2,strong_negative,115,1000,0.115
Abortion,Abortion Ban,3,0,2,strong_positive,177,1000,0.177
Abortion,Abortion Ban,3,1,1,weak_positive,282,1000,0.282
Abortion,Abortion Ban,3,2,0,neutral,330,1000,0.33
Abortion,Abortion Ban,3,3,-1,weak_negative,102,1000,0.102
Abortion,Abortion Ban,3,4,-2,strong_negative,109,1000,0.109
Abortion,Abortion Ban,4,0,2,strong_positive,216,1000,0.216
Abortion,Abortion Ban,4,1,1,weak_positive,272,1000,0.272
Abortion,Abortion Ban,4,2,0,neutral,326,1000,0.326
Abortion,Abortion Ban,4,3,-1,weak_negative,81,1000,0.081
Abortion,Abortion Ban,4,4,-2,strong_negative,105,1000,0.105
Abortion,Abortion Ban,5,0,2,strong_positive,239,1000,0.239
Abortion,Abortion Ban,5,1,1,weak_positive,258,1000,0.258
Abortion,Abortion Ban,5,2,0,neutral,315,1000,0.315
Abortion,Abortion Ban,5,3,-1,weak_negative,78,1000,0.078
Abortion,Abortion Ban,5,4,-2,strong_negative,110,1000,0.11
Abortion,Abortion Ban,6,0,2,strong_positive,272,1000,0.272
Abortion,Abortion Ban,6,1,1,weak_positive,236,1000,0.236
Abortion,Abortion Ban,6,2,0,neutral,296,1000,0.296
Abortion,Abortion Ban,6,3,-1,weak_negative,73,1000,0.073
Abortion,Abortion Ban,6,4,-2,strong_negative,123,1000,0.123
Abortion,Abortion Ban,7,0,2,strong_positive,290,1000,0.29
Abortion,Abortion Ban,7,1,1,weak_positive,227,1000,0.227
Abortion,Abortion Ban,7,2,0,neutral,283,1000,0.283
Abortion,Abortion Ban,7,3,-1,weak_negative,79,1000,0.079
Abortion,Abortion Ban,7,4,-2,strong_negative,121,1000,0.121
Abortion,Abortion Ban,8,0,2,strong_positive,313,1000,0.313
Abortion,Abortion Ban,8,1,1,weak_positive,211,1000,0.211
Abortion,Abortion Ban,8,2,0,neutral,266,1000,0.266
Abortion,Abortion Ban,8,3,-1,weak_negative,85,1000,0.085
Abortion,Abortion Ban,8,4,-2,strong_negative,125,1000,0.125
Abortion,Abortion Ban,9,0,2,strong_positive,328,1000,0.328
Abortion,Abortion Ban,9,1,1,weak_positive,202,1000,0.202
Abortion,Abortion Ban,9,2,0,neutral,258,1000,0.258
Abortion,Abortion Ban,9,3,-1,weak_negative,75,1000,0.075
Abortion,Abortion Ban,9,4,-2,strong_negative,137,1000,0.137
Abortion,Abortion Ban,10,0,2,strong_positive,342,1000,0.342
Abortion,Abortion Ban,10,1,1,weak_positive,193,1000,0.193
Abortion,Abortion Ban,10,2,0,neutral,247,1000,0.247
Abortion,Abortion Ban,10,3,-1,weak_negative,65,1000,0.065
Abortion,Abortion Ban,10,4,-2,strong_negative,153,1000,0.153
Abortion,Abortion Ban,11,0,2,strong_positive,357,1000,0.357
Abortion,Abortion Ban,11,1,1,weak_positive,183,1000,0.183
Abortion,Abortion Ban,11,2,0,neutral,244,1000,0.244
Abortion,Abortion Ban,11,3,-1,weak_negative,60,1000,0.06
Abortion,Abortion Ban,11,4,-2,strong_negative,156,1000,0.156
Abortion,Abortion Ban,12,0,2,strong_positive,367,1000,0.367
Abortion,Abortion Ban,12,1,1,weak_positive,176,1000,0.176
Abortion,Abortion Ban,12,2,0,neutral,236,1000,0.236
Abortion,Abortion Ban,12,3,-1,weak_negative,65,1000,0.065
Abortion,Abortion Ban,12,4,-2,strong_negative,156,1000,0.156
Abortion,Abortion Ban,13,0,2,strong_positive,380,1000,0.38
Abortion,Abortion Ban,13,1,1,weak_positive,166,1000,0.166
Abortion,Abortion Ban,13,2,0,neutral,225,1000,0.225
Abortion,Abortion Ban,13,3,-1,weak_negative,48,1000,0.048
Abortion,Abortion Ban,13,4,-2,strong_negative,181,1000,0.181
Abortion,Abortion Ban,14,0,2,strong_positive,390,1000,0.39
Abortion,Abortion Ban,14,1,1,weak_positive,159,1000,0.159
Abortion,Abortion Ban,14,2,0,neutral,217,1000,0.217
Abortion,Abortion Ban,14,3,-1,weak_negative,40,1000,0.04
Abortion,Abortion Ban,14,4,-2,strong_negative,194,1000,0.194
Abortion,Abortion Ban,15,0,2,strong_positive,407,1000,0.407
Abortion,Abortion Ban,15,1,1,weak_positive,147,1000,0.147
Abortion,Abortion Ban,15,2,0,neutral,204,1000,0.204
Abortion,Abortion Ban,15,3,-1,weak_negative,46,1000,0.046
Abortion,Abortion Ban,15,4,-2,strong_negative,196,1000,0.196
Abortion,Abortion Ban,16,0,2,strong_positive,420,1000,0.42
Abortion,Abortion Ban,16,1,1,weak_positive,139,1000,0.139
Abortion,Abortion Ban,16,2,0,neutral,193,1000,0.193
Abortion,Abortion Ban,16,3,-1,weak_negative,42,1000,0.042
Abortion,Abortion Ban,16,4,-2,strong_negative,206,1000,0.206
Abortion,Abortion Ban,17,0,2,strong_positive,424,1000,0.424
Abortion,Abortion Ban,17,1,1,weak_positive,137,1000,0.137
Abortion,Abortion Ban,17,2,0,neutral,181,1000,0.181
Abortion,Abortion Ban,17,3,-1,weak_negative,42,1000,0.042
Abortion,Abortion Ban,17,4,-2,strong_negative,216,1000,0.216
Abortion,Abortion Ban,18,0,2,strong_positive,437,1000,0.437
Abortion,Abortion Ban,18,1,1,weak_positive,127,1000,0.127
Abortion,Abortion Ban,18,2,0,neutral,161,1000,0.161
Abortion,Abortion Ban,18,3,-1,weak_negative,38,1000,0.038
Abortion,Abortion Ban,18,4,-2,strong_negative,237,1000,0.237
Abortion,Abortion Ban,19,0,2,strong_positive,441,1000,0.441
Abortion,Abortion Ban,19,1,1,weak_positive,125,1000,0.125
Abortion,Abortion Ban,19,2,0,neutral,149,1000,0.149
Abortion,Abortion Ban,19,3,-1,weak_negative,31,1000,0.031
Abortion,Abortion Ban,19,4,-2,strong_negative,254,1000,0.254
Abortion,Abortion Ban,20,0,2,strong_positive,449,1000,0.449
Abortion,Abortion Ban,20,1,1,weak_positive,117,1000,0.117
Abortion,Abortion Ban,20,2,0,neutral,135,1000,0.135
Abortion,Abortion Ban,20,3,-1,weak_negative,31,1000,0.031
Abortion,Abortion Ban,20,4,-2,strong_negative,268,1000,0.268
Abortion,Abortion Ban,21,0,2,strong_positive,452,1000,0.452
Abortion,Abortion Ban,21,1,1,weak_positive,115,1000,0.115
Abortion,Abortion Ban,21,2,0,neutral,124,1000,0.124
Abortion,Abortion Ban,21,3,-1,weak_negative,30,1000,0.03
Abortion,Abortion Ban,21,4,-2,strong_negative,279,1000,0.279
Abortion,Abortion Ban,22,0,2,strong_positive,462,1000,0.462
Abortion,Abortion Ban,22,1,1,weak_positive,106,1000,0.106
Abortion,Abortion Ban,22,2,0,neutral,117,1000,0.117
Abortion,Abortion Ban,22,3,-1,weak_negative,28,1000,0.028
Abortion,Abortion Ban,22,4,-2,strong_negative,287,1000,0.287
Abortion,Abortion Ban,23,0,2,strong_positive,469,1000,0.469
Abortion,Abortion Ban,23,1,1,weak_positive,100,1000,0.1
Abortion,Abortion Ban,23,2,0,neutral,109,1000,0.109
Abortion,Abortion Ban,23,3,-1,weak_negative,22,1000,0.022
Abortion,Abortion Ban,23,4,-2,strong_negative,300,1000,0.3
Abortion,Abortion Ban,24,0,2,strong_positive,478,1000,0.478
Abortion,Abortion Ban,24,1,1,weak_positive,92,1000,0.092
Abortion,Abortion Ban,24,2,0,neutral,99,1000,0.099
Abortion,Abortion Ban,24,3,-1,weak_negative,22,1000,0.022
Abortion,Abortion Ban,24,4,-2,strong_negative,309,1000,0.309
Abortion,Abortion Ban,25,0,2,strong_positive,480,1000,0.48
Abortion,Abortion Ban,25,1,1,weak_positive,90,1000,0.09
Abortion,Abortion Ban,25,2,0,neutral,94,1000,0.094
Abortion,Abortion Ban,25,3,-1,weak_negative,23,1000,0.023
Abortion,Abortion Ban,25,4,-2,strong_negative,313,1000,0.313
Abortion,Abortion Ban,26,0,2,strong_positive,485,1000,0.485
Abortion,Abortion Ban,26,1,1,weak_positive,87,1000,0.087
Abortion,Abortion Ban,26,2,0,neutral,87,1000,0.087
Abortion,Abortion Ban,26,3,-1,weak_negative,18,1000,0.018
Abortion,Abortion Ban,26,4,-2,strong_negative,323,1000,0.323
Abortion,Abortion Ban,27,0,2,strong_positive,485,1000,0.485
Abortion,Abortion Ban,27,1,1,weak_positive,88,1000,0.088
Abortion,Abortion Ban,27,2,0,neutral,83,1000,0.083
Abortion,Abortion Ban,27,3,-1,weak_negative,10,1000,0.01
Abortion,Abortion Ban,27,4,-2,strong_negative,334,1000,0.334
Abortion,Abortion Ban,28,0,2,strong_positive,485,1000,0.485
Abortion,Abortion Ban,28,1,1,weak_positive,89,1000,0.089
Abortion,Abortion Ban,28,2,0,neutral,77,1000,0.077
Abortion,Abortion Ban,28,3,-1,weak_negative,12,1000,0.012
Abortion,Abortion Ban,28,4,-2,strong_negative,337,1000,0.337
Abortion,Abortion Ban,29,0,2,strong_positive,490,1000,0.49
Abortion,Abortion Ban,29,1,1,weak_positive,86,1000,0.086
Abortion,Abortion Ban,29,2,0,neutral,72,1000,0.072
Abortion,Abortion Ban,29,3,-1,weak_negative,13,1000,0.013
Abortion,Abortion Ban,29,4,-2,strong_negative,339,1000,0.339
Abortion,Abortion Ban,30,0,2,strong_positive,491,1000,0.491
Abortion,Abortion Ban,30,1,1,weak_positive,85,1000,0.085
Abortion,Abortion Ban,30,2,0,neutral,68,1000,0.068
Abortion,Abortion Ban,30,3,-1,weak_negative,8,1000,0.008
Abortion,Abortion Ban,30,4,-2,strong_negative,348,1000,0.348
Abortion,Abortion Ban,31,0,2,strong_positive,496,1000,0.496
Abortion,Abortion Ban,31,1,1,weak_positive,80,1000,0.08
Abortion,Abortion Ban,31,2,0,neutral,65,1000,0.065
Abortion,Abortion Ban,31,3,-1,weak_negative,9,1000,0.009
Abortion,Abortion Ban,31,4,-2,strong_negative,350,1000,0.35
Abortion,Abortion Ban,32,0,2,strong_positive,500,1000,0.5
Abortion,Abortion Ban,32,1,1,weak_positive,76,1000,0.076
Abortion,Abortion Ban,32,2,0,neutral,63,1000,0.063
Abortion,Abortion Ban,32,3,-1,weak_negative,12,1000,0.012
Abortion,Abortion Ban,32,4,-2,strong_negative,349,1000,0.349
Abortion,Abortion Ban,33,0,2,strong_positive,498,1000,0.498
Abortion,Abortion Ban,33,1,1,weak_positive,79,1000,0.079
Abortion,Abortion Ban,33,2,0,neutral,62,1000,0.062
Abortion,Abortion Ban,33,3,-1,weak_negative,11,1000,0.011
Abortion,Abortion Ban,33,4,-2,strong_negative,350,1000,0.35
Abortion,Abortion Ban,34,0,2,strong_positive,504,1000,0.504
Abortion,Abortion Ban,34,1,1,weak_positive,73,1000,0.073
Abortion,Abortion Ban,34,2,0,neutral,60,1000,0.06
Abortion,Abortion Ban,34,3,-1,weak_negative,10,1000,0.01
Abortion,Abortion Ban,34,4,-2,strong_negative,353,1000,0.353
Abortion,Abortion Ban,35,0,2,strong_positive,508,1000,0.508
Abortion,Abortion Ban,35,1,1,weak_positive,70,1000,0.07
Abortion,Abortion Ban,35,2,0,neutral,58,1000,0.058
Abortion,Abortion Ban,35,3,-1,weak_negative,7,1000,0.007
Abortion,Abortion Ban,35,4,-2,strong_negative,357,1000,0.357
Abortion,Abortion Ban,36,0,2,strong_positive,507,1000,0.507
Abortion,Abortion Ban,36,1,1,weak_positive,71,1000,0.071
Abortion,Abortion Ban,36,2,0,neutral,59,1000,0.059
Abortion,Abortion Ban,36,3,-1,weak_negative,6,1000,0.006
Abortion,Abortion Ban,36,4,-2,strong_negative,357,1000,0.357
Abortion,Abortion Ban,37,0,2,strong_positive,512,1000,0.512
Abortion,Abortion Ban,37,1,1,weak_positive,66,1000,0.066
Abortion,Abortion Ban,37,2,0,neutral,57,1000,0.057
Abortion,Abortion Ban,37,3,-1,weak_negative,8,1000,0.008
Abortion,Abortion Ban,37,4,-2,strong_negative,357,1000,0.357
Abortion,Abortion Ban,38,0,2,strong_positive,511,1000,0.511
Abortion,Abortion Ban,38,1,1,weak_positive,67,1000,0.067
Abortion,Abortion Ban,38,2,0,neutral,56,1000,0.056
Abortion,Abortion Ban,38,3,-1,weak_negative,6,1000,0.006
Abortion,Abortion Ban,38,4,-2,strong_negative,360,1000,0.36
Abortion,Abortion Ban,39,0,2,strong_positive,516,1000,0.516
Abortion,Abortion Ban,39,1,1,weak_positive,62,1000,0.062
Abortion,Abortion Ban,39,2,0,neutral,56,1000,0.056
Abortion,Abortion Ban,39,3,-1,weak_negative,9,1000,0.009
Abortion,Abortion Ban,39,4,-2,strong_negative,357,1000,0.357
Abortion,Abortion Ban,40,0,2,strong_positive,517,1000,0.517
Abortion,Abortion Ban,40,1,1,weak_positive,62,1000,0.062
Abortion,Abortion Ban,40,2,0,neutral,51,1000,0.051
Abortion,Abortion Ban,40,3,-1,weak_negative,14,1000,0.014
Abortion,Abortion Ban,40,4,-2,strong_negative,356,1000,0.356
